64.68.82.33 - - [05/Jan/2004:01:09:16 +0100] "GET /Topics.shtml HTTP/1.0" 404 - "-" "Googlebot/2.1 (+http://www.googlebot.com/bot.html)"
152.83.70.157 - - [05/Jan/2004:03:16:48 +0100] "GET /cyberstyle.css HTTP/1.1" 200 2601 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:48 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:48 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:16:48 +0100] "GET /Gifs/bgcolor.jpg HTTP/1.1" 200 1377 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:17:02 +0100] "GET /Organisation2.html HTTP/1.1" 200 2966 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:17:27 +0100] "GET /Organisation1.html HTTP/1.1" 200 1605 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:17:30 +0100] "GET /Panel.html HTTP/1.1" 200 1142 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
152.83.70.157 - - [05/Jan/2004:03:17:45 +0100] "GET /Links.html HTTP/1.1" 200 2629 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)"
211.94.218.84 - - [05/Jan/2004:03:28:12 +0100] "GET / HTTP/1.0" 304 - "http://www.cs.utexas.edu/users/ml/welcome.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
137.132.3.12 - - [05/Jan/2004:03:44:32 +0100] "GET / HTTP/1.1" 200 798 "-" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:32 +0100] "GET /menue.html HTTP/1.1" 200 4969 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:33 +0100] "GET /hauptseite.html HTTP/1.1" 200 4352 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:33 +0100] "GET /ieee-cs.gif HTTP/1.1" 200 3120 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:33 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:34 +0100] "GET /cyberstyle.css HTTP/1.1" 304 - "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:34 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:34 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:34 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:34 +0100] "GET /Gifs/bgcolor.jpg HTTP/1.1" 304 - "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:44:56 +0100] "GET /Submission.html HTTP/1.1" 200 398 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:45:03 +0100] "GET /Eingeladen.html HTTP/1.1" 200 399 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:03:47:12 +0100] "GET /menue.html HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:03:47:12 +0100] "GET /logos/CSIlogo.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:03:47:12 +0100] "GET /logos/logo-WIC.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:03:47:15 +0100] "GET /logos/IBM-Research.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
202.111.177.252 - - [05/Jan/2004:03:47:15 +0100] "GET /logos/kais-logo.gif HTTP/1.0" 404 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:49:13 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:49:13 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:49:13 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:49:16 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:53:36 +0100] "GET /Themen.html HTTP/1.1" 200 2253 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:54:11 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:54:11 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:54:11 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
137.132.3.12 - - [05/Jan/2004:03:54:11 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET / HTTP/1.1" 200 798 "http://de.search.yahoo.com/search/de?fr=fp-top&p=ieee&y=y" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /menue.html HTTP/1.1" 200 4969 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /hauptseite.html HTTP/1.1" 200 4352 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /ieee-cs.gif HTTP/1.1" 200 3120 "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /cyberstyle.css HTTP/1.1" 200 2601 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:19:42 +0100] "GET /Gifs/bgcolor.jpg HTTP/1.1" 200 1377 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:03 +0100] "GET /index.html HTTP/1.1" 200 798 "http://icdm04.cs.uni-dortmund.de/menue.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:03 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:04 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:04 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:04 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:06 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:06 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:06 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:06 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:07 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:07 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:07 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:07 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:08 +0100] "GET /logos/CSIlogo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:08 +0100] "GET /logos/IBM-Research.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:08 +0100] "GET /logos/kais-logo.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
131.220.99.36 - - [05/Jan/2004:04:20:09 +0100] "GET /logos/logo-WIC.gif HTTP/1.1" 404 - "http://icdm04.cs.uni-dortmund.de/hauptseite.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; .NET CLR 1.0.3705)"
192.55.16.36 - - [05/Jan/2004:04:31:11 +0100] "GET / HTTP/1.0" 200 798 "http://www.cs.uvm.edu/~xwu/icdm/menu.shtml" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Q323759 128-bit 6.30.1050)"
192.55.16.36 - - [05/Jan/2004:04:31:13 +0100] "GET /hauptseite.html HTTP/1.0" 200 4352 "http://icdm04.cs.uni-dortmund.de/" "Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Q323759 128-bit 6.30.1050)"
